Speech_Content_ID,Type,Name,Text,Speech_Time
5,Speech,SPEAKER, I have received a letter from Erica Stanford—[Interruption] Do members want the answer to this one or are they going to chip me again?,2022-07-26 15:09:23
6,a,SPEAKER,"I have received a letter from Erica Stanford seeking to debate under Standing Order 399 the release of attendance data. School attendance is undoubtedly an important issue, but an accumulation of data on an issue is not a particular case of recent occurrence. Speakers' rulings 204/4 and 204/5 apply. The application is declined.",2022-07-26 15:09:23
7,a,SPEAKER,I declare the House in committee for consideration of the Education and Training Amendment Bill (No 2).,2022-07-26 15:09:23
0,Speech,CHRIS HIPKINS," I move, That under section 15(1)(d) of the Parliamentary Service Act 2000, Dr Duncan Webb be appointed as a member of the Parliamentary Service Commission.",2022-06-30 14:52:53
0,Speech,SPEAKER," Members, I regret to inform the House of the death on 23 June 2022 of William Rex Austin MBE of Ngāi Tahu, Waitaha, and Kāti Māmoe, who was a National Party member representing the Awarua electorate from 1975 to 1987. During his membership of this House he served as Parliamentary Under-Secretary to the Minister of Agriculture and the Minister of Fisheries, and he chaired the Māori Affairs Committee. I desire on behalf of this House to express our sense of the loss we have sustained and the sympathy with the relatives of the late former member. I now ask members to stand with me and observe a period of silence as a mark of respect to his memory.",2022-06-22 11:52:08
1,Speech,CHRIS HIPKINS," I move, That the COVID-19 Public Health Response Act 2020 be continued and that the relevant period under section 3(2)(b) of that Act is the period ending 31 December 2022.",2022-06-28 17:05:10
2,a,CHRIS HIPKINS,"This is probably—well, this absolutely is—my last formal act as Minister for COVID-19 Response, a job that I've already given over, in fact, to my colleague the Hon Dr Verrall. But it is a job that I have had the great privilege of holding, at least since the election, and then for a brief period as Minister of Health before that. I have been the Minister responsible for this Act almost since it was passed by the Parliament in 2020, as we came to grips as a country with what the global pandemic would mean for us. Let's cast our minds back to 2020, when this law was first put in place. We still didn't quite know what we were dealing with at that point. The world was still grappling with COVID-19. The science was evolving and changing. New Zealand was at a point where we had managed to, by and large, eliminate COVID-19 from our community, and we were certainly, for the foreseeable future, endeavouring to keep it that way. The COVID-19 Public Health Response Act provided the Government with the relevant tools to be able to continue to pursue elimination, as we did for at least the 18 months following that. So I have to say I have some mixed emotions when it comes to continuing this legislation, which will be now administered by my successor in the role, Dr Ayesha Verrall.",2022-06-28 17:05:10
3,a,CHRIS HIPKINS,"I do want to reflect a little bit on what's happened over that last 2½-year period that we've been grappling with the global pandemic. If we want to talk about results, there is one result that stands out above all others, and that is that New Zealand has, within the OECD, depending on which day of the week you look at it—we're sitting right alongside Japan—the lowest rate of death related to COVID-19 in the OECD. If we want to talk about results, that is a result that all New Zealanders can be incredibly proud of. There are many stories that will be told of our COVID-19 response in the years to come, and those stories will typically be of people who have been in some way disadvantaged by the response, whether it was the impact that it had on their business or their livelihood, and we absolutely acknowledge that our response to COVID-19 has required a great deal of sacrifice by many people. We will also hear the stories of people who found that their plans to enter or leave New Zealand were disrupted by the border restrictions that we had in place. And, again, I don't think anybody on this side of the House would discount the significant impact that our border restrictions have had on people.",2022-06-28 17:05:10
4,a,CHRIS HIPKINS,"But there are stories that we won't hear, because we simply don't know who these people would be. We won't hear the stories of people who would not otherwise be alive today were it not for the success of our collective efforts as the team of 5 million—a phrase we don't use very much these days—in keeping COVID-19 out of our community for such a long period of time. We have, in addition to having one of the lowest rates of COVID-19 - related death in the OECD, if not the lowest, one of the highest vaccination rates in the OECD. In fact, we were more vaccinated as a country than almost any other country when we peaked in terms of the number of cases that we were seeing. I think the lower rate of hospitalisation and mortality that we've experienced in New Zealand overall, compared to other countries, really does reflect the fact that we got the vaccination campaign right, and we got the timing right when it came to a transition to a different phase of the response.",2022-06-28 17:05:10
5,a,CHRIS HIPKINS,"I must confess, on election night in 2020, while my colleagues up and down the country were celebrating enormously, I wasn't quite in such a celebratory mood. While I was enjoying the victory, I was nervous for two reasons. One is that, at about 6.50 p.m., Ashley Bloomfield had rung me and ruined my evening by telling me that there was a COVID-19 case that had been detected in the community. The other—and actually more fundamental—thing was that New Zealanders, I think, and clearly evidenced by the election night result, were very invested in an elimination strategy that was never going to be a strategy for ever. How we got from an elimination strategy to where we are now was always going to be a bit of a bumpy road. I have to confess, on election night in 2020 I could not see how we were going to get from point A to point B without there being quite a significant number of bumps in the road, and that has certainly proven to be the case.",2022-06-28 17:05:10
6,a,CHRIS HIPKINS,"But I want to reflect a little bit on the period of time that I've been Minister for COVID-19 Response with a few numbers, which I think are useful: 1,058 ministerial briefings have been signed by me during that period of time—many of them on the same day, and many of them signed on the same day in which the decision was made. I've responded to 232 Official Information Act requests, taken 136 papers to Cabinet, answered 41 oral questions in the House—and that's only the Opposition oral questions, not the ones that were posed by Government members. But it is also worth noting that I have responded to 5,038 written parliamentary questions as the Minister for COVID-19 Response, signed 49 different orders made under this Act, 22 exemptions or amendments to exemptions, and done countless media briefings, most of which were in the Beehive theatrette, only two of which I remain embarrassed by. I did learn a few lessons along the way, one of which is, if you're going to use metaphors, you should make sure you don't mix them! Because it turns out that stretching your legs and spreading your wings are two entirely different things, and if you accidentally mix those two things together, the entire country will have a good laugh at your expense! But, contrary to popular opinion at the time, there is no evidence that there has been a spike in the birth rate as a result of that press conference.",2022-06-28 17:05:10
7,a,CHRIS HIPKINS,"I want to take a moment to thank everybody who was involved in New Zealand's COVID-19 response over the last 2½ years, including those unsung heroes who went to work every day during some of the most difficult periods of the response—our essential workers, who kept the supply chains open, kept us all feed, keep the power on, keep the country moving at a time when we were all staying at home. I want to particularly thank our health workers, who continue to experience the pressure of the global pandemic now, even more so now perhaps than they were over the last two years, and acknowledge their commitment and dedication and thank them for their work. I want to thank our managed isolation and quarantine (MIQ) workers, who went to work and put themselves between the virus and New Zealanders. It is worth noting that, of the nearly 230,000 returnees who returned, we stopped more than 4,600 cases at the border before they made their way into the community. We also supported, through our MIQ, 5,000 cases in the community so that they had somewhere safe to recuperate and recover from COVID-19. I really want to thank those MIQ workers for their commitment and their dedication. It was not an easy task.",2022-06-28 17:05:10
8,a,CHRIS HIPKINS,"So, turning our minds now to the purpose of this motion that extends the COVID-19 Public Health Response Act for a further period through to the end of the year. I started, as Minister, a programme of work that I know Dr Verrall will be continuing, to look at the provisions of the Act that are still in use now, that relate to measures that may well be ongoing as part of our ongoing response to COVID-19. That's one strand of work. The other strand of work is to look at our future preparedness for both new variants of COVID-19 but also future pandemics. It's likely that legislation will emerge from both of those pieces of work, and Dr Verrall, I know, will shepherd those through the House in due course. ",2022-06-28 17:05:10
9,a,CHRIS HIPKINS,"This legislation is still required at this point, although many of the restrictions that were put in place under it have already been removed. The pandemic isn't yet over. Our health system will tell you that. Experience around the world will tell you that. I've had my first opportunity to travel internationally since the pandemic began, over the last month, and I can say that the world hasn't completely gone back to normal. Other countries still do have restrictions in place. Other countries are still grappling with having large proportions of their workforce disrupted by COVID-19. New Zealand is not alone in that. We have actually weathered the global pandemic better than most of the countries that we would compare ourselves to, and we continue to do so, but the pandemic is still having an impact, and we still do need to respond to that.",2022-06-28 17:05:10
10,a,CHRIS HIPKINS,"Finally, I want to thank New Zealanders for the feedback that they have provided me over the last 2½ years in this role. Most of it was positive, quite a lot of it was humorous at various points, and some of it constructive, and some of it perhaps less so. But I want to acknowledge that the results that we've achieved as a country were only possible because New Zealanders bought into what we were trying to achieve as a collective team, and I hope that we can continue with that—that spirit of solidarity with one another and consideration of one another—as we approach whatever future challenges COVID-19 might throw at us. Thank you.",2022-06-28 17:05:10
11,Speech,DEPUTY SPEAKER, The question is that the motion be agreed to.,2022-06-28 17:15:06
12,Speech,Dr AYESHA VERRALL," I move, That this House approve the following orders made under the COVID-19 Public Health Response Act 2020: COVID-19 Public Health Response (Protection Framework) Amendment Order (No 8) 2022 (SL 2022/143) and COVID-19 Public Health Response (Protection Framework) Amendment Order (No 9) 2022 (SL 2022/165).",2022-06-28 17:20:37
13,a,Dr AYESHA VERRALL,"It's a pleasure to speak in this House as the new Minister for COVID-19 Response and, in particular, to follow that contribution from the previous Minister. I also want to take the time to thank him for the work he did over the course of his time in his roles, first, as Minister of Health and then as Minister for COVID-19 Response, to keep our country safe, to balance a strong health response with the rights of people in our population, as well as the need for us to maintain social and economic activity. The success of New Zealand's COVID-19 response has been, in large part, due to his tireless effort.",2022-06-28 17:20:37
14,a,Dr AYESHA VERRALL,"As the House is now well accustomed to, Parliament is required to approve orders I or the former Minister have signed, within 90 days of them being signed. Today's motion covers two different orders. ",2022-06-28 17:20:37
15,a,Dr AYESHA VERRALL,"First, the COVID-19 Public Health Response (Protection Framework) Amendment Order (No 8) 2022 amends the COVID-19 Public Health Response (Protection Framework) Order 2021. This order amends the face-covering requirements in relation to voting and ensures that a person cannot be denied entry into a voting place on vaccination grounds. It also clarifies several technical matters, including excluding all sports from the definition of a ""close-proximity business"", and clarifies the meaning of ""gathering"" to people who are a group in a defined space. I thank the Regulations Review Committee for its consideration of this order, and I note they raised no concerns.",2022-06-28 17:20:37
16,a,Dr AYESHA VERRALL,"The second order we are confirming today is the COVID-19 Public Health Response (Protection Framework) Amendment Order (No 9) 2022. This order amends the COVID-19 Public Health Response (Protection Framework) Order 2021. It clarifies that the 2-metre distancing rule applies between entertainers and their audience and creates an exemption process for a person with a physical or mental illness, condition, or disability to apply for an exemption pass, to be issued by the director-general, making them exempt from the face-covering requirements under the principal order.",2022-06-28 17:20:37
17,a,Dr AYESHA VERRALL,"I understand that the Regulations Review Committee wrote to the former Minister, who clarified some of the questions they raised, and I can briefly cover those responses. I am informed, in relation to the proposed enforcement of certain clauses, the former Minister confirmed that breaches of the clauses are intended to be enforced under section 26 of the COVID-19 Public Health Response Act 2020 and are not the subject of infringement notice offences. This is consistent with the approach taken to the enforcement of the rules against the misuse of COVID-19 vaccine certificates. I further understand it was reinforced that enforcement action is likely to be exercised only when exemption cards are misused in organised, systemic, or serious cases. ",2022-06-28 17:20:37
18,a,Dr AYESHA VERRALL,"The committee also considered it was unclear whether a breach of clause 106A(7) results in liability under the Act, the Crimes Act, or both. I am informed the former Minister explained that a declaration required by an appellant for a face mask exemption and referred to in clause 106A(4)(a) is not a declaration in the form provided for in section 9 of the Oaths and Declarations Act 1957. Therefore, section 111 of the Crimes Act is not available to enforce false declarations.",2022-06-28 17:20:37
19,a,Dr AYESHA VERRALL,"I don't want to take up too much of the House's time today. As the new Minister, I am very much aware there is much more work to do in this portfolio to ensure our ongoing response, as well as being prepared for whatever the future may bring. Our response will continue to be based on public health advice and will continue to adapt to any new challenges or changes that we may face. I look forward to working with you all and continuing the legacy of New Zealand's successful response to the COVID-19 pandemic.",2022-06-28 17:20:37
20,Speech,DEPUTY SPEAKER, The question is that the motion be agreed to. ,2022-06-28 17:20:37
21,Speech,ASSISTANT SPEAKER," Members, before I call the next speaker, we need to correct the result of the previous vote on Government notice of motion No 2. The result was announced as ayes 87, noes 22—I clearly couldn't add. The correct result was ayes 97, noes 22.",2022-06-28 19:14:47
0,Speech,MICHAEL WOOD (Minister of Immigration) on behalf of the Leader of the House," I move, That Te Rā Aro ki a Matariki/Matariki Observance Day is not a working day for the purposes of the Standing Orders, and that the definition of working day in Standing Order 3(1) be read accordingly.",2022-06-22 15:58:12
0,Speech,SPEAKER," Members, I regret to inform the House of the death on 10 June 2022, in the United Kingdom, of Richard Prosser, who was a list member for the New Zealand First Party from 2011 to 2017. He served on the Law and Order Committee and the Primary Production Committee. I desire, on behalf of this House, to express our sense of the loss we have sustained, and our sympathy with the relatives of the late former member. I now ask members to stand with me and observe a period of silence as a mark of respect to his memory. ",2022-06-21 14:01:08
1,Speech,SPEAKER," I wish to advise the House that I have received a letter from the Hon Kris Faafoi, resigning his seat in the House with effect at Saturday, 23 July 2022.",2022-06-21 14:02:19
2,Speech,ANDREW LITTLE," Mr Speaker, I seek leave to make a personal explanation under Standing Order 366 to correct the record in relation to oral parliamentary question No. 7 on 8 June 2022.",2022-06-21 14:05:17
3,Interjection,SPEAKER, Is there any objection to that course of action? There appears to be none.,2022-06-21 14:05:17
4,ContinueSpeech,ANDREW LITTLE," I advised the House, in answer to a question from Dr Shane Reti, that as at 31 March 2022 there were 310 fulltime-equivalent vacancies from midwives and 2,663 fulltime-equivalent vacancies for nurses in the public health system. I've received advice from the Ministry of Health that the vacancy numbers in relation to midwives should have been 374, and for nurses should have been 2,593.",2022-06-21 14:05:17
0,Speech,NANAIA MAHUTA," I seek leave to move a motion without notice and without debate to recognise the 35th anniversary of the passage of the New Zealand Nuclear Free Zone, Disarmament, and Arms Control Act 1987.",2022-06-08 14:00:54
1,Interjection,SPEAKER, Is there any objection to that course of action being followed? There appears to be none.,2022-06-08 14:00:54
2,ContinueSpeech,NANAIA MAHUTA," I move, That this House recognise the 35th anniversary of the commencement of the New Zealand Nuclear Free Zone, Disarmament, and Arms Control Act on 8 June 1987, and note that for more than a generation this legislation has shaped Aotearoa New Zealand's independent foreign policy and that it remains a touchstone for our relationships with the Pacific and with the rest of the world.",2022-06-08 14:00:54
3,a,NANAIA MAHUTA,"Kia tau te āio ki te rangi, kia tau te mārire ki Te Moana-nui-a-Kiwa. Kia tau te rangimārie ki ngā tāngata katoa. Ka tihei te ora o te moana, ka tihei te mauri o te tangata nō reira, tihei mauri ora.",2022-06-08 14:00:54
4,a,NANAIA MAHUTA,"[Let there be calm in the heavens and peace over the Pacific. Let there be harmony between all people. Behold the life of the ocean, behold the essence of humankind and therefore behold the sneeze of life.]",2022-06-08 14:00:54
0,Speech,JACINDA ARDERN, I seek leave to move a motion without notice on the Queen's platinum jubilee.,2022-06-07 14:07:41
1,Interjection,SPEAKER, Is there any objection to that course of action being followed? There is none.,2022-06-07 14:07:41
2,ContinueSpeech,JACINDA ARDERN," I move, That this House congratulate Her Majesty the Queen on the occasion of the celebrations of her platinum jubilee.",2022-06-07 14:07:41
3,a,JACINDA ARDERN,"On 26 June 1952, Prime Minister Sidney Holland informed the House of his attendance at events in London following the death of King George VI. On 6 February 1952, he said the following, ""The Leader of the Opposition and I were privileged to attend the funeral of King Georg VI. Before that we had been present at the Accession Council in the Throne Room at St James's Palace where the Rt Hon Mr Nash and I were placed at the end of the front row of Ministers and other Privy Councillors privileged to be present. I am sure that the Leader of the Opposition shared the deep feelings in my heart as our new and beloved Queen took her Oath of Accession, and as she signed her name for the first time: Elizabeth. And then she hesitated and she added for the first time, the letter 'R'. It crossed my mind that I was witnessing, in this company, history being written at that time, and I wondered how often that young hand will sign the same name in the days that lie ahead. I wondered at this historic occasion ushering in the new Elizabethan era. Let us all hope and pray that will come about.""",2022-06-07 14:07:41
4,a,JACINDA ARDERN,"On Friday, 3 June, we gathered in Wellington at the Cathedral of St Paul in a service of celebration to mark the Queen's platinum jubilee. I reflected at that time on the words of Prime Minister Sidney Holland and the fact that they proved to be prophetic. But even he may not have dared assume that he would experience the same sense of comfort and stability through challenge, through tragedy, and through change that has been provided by Her Majesty. This is the first time a British monarch has reached the milestone of 70 years, a platinum jubilee, and we acknowledge and celebrate her service with a sense of awe, reverence, and gratitude.",2022-06-07 14:07:41
5,a,JACINDA ARDERN,"The Queen has encouraged anyone who wants to mark the jubilee to do so by planting trees. On 6 February this year, the 70th anniversary of the Queen's accession to the Throne, I announced that the Government on behalf of New Zealanders would make a donation of $1 million to Trees That Count, to assist with tree-planting programmes across the country to mark the jubilee. A popular short walk on Rakiura / Stewart Island will also be formally renamed in honour of Her Majesty's long reign. The track to Observation Rock from the settlement of Oban will be renamed the Queen Elizabeth II Platinum Jubilee Path—also known as the Platinum Path for short.",2022-06-07 14:07:41
6,a,JACINDA ARDERN,"On Sunday, 5 June in London, the New Zealand Defence Force (NZDF) and its taua, or warrior party, provided a uniquely New Zealand contribution to the British jubilee pageant when they took part in a parade of 2,000 military personnel near Buckingham Palace. The 40-strong NZDF group, led by six Māori warriors bearing traditional weapons and playing the role of runner scouts, raised, I'm told, a roar from the watching crowd.",2022-06-07 14:07:41
7,a,JACINDA ARDERN,"Finally, yesterday, 187 New Zealanders were recognised for their service to the country in the Queen's Birthday and Platinum Jubilee honours list 2022. In honour of the jubilee, that list included two additional appointments to the Order of New Zealand, the country's highest honour: Sir Tipene O'Regan and Dame Silvia Cartwright, who were recognised for their extraordinary service to New Zealand.",2022-06-07 14:07:41
8,a,JACINDA ARDERN,"These are but some of the small acknowledgments New Zealand has made of Her Majesty's incredible reign. Hers has been 70 years of service, for which we say ngā mihi nui ki a koe. Thank you, Your Majesty, Elizabeth R.",2022-06-07 14:07:41
9,Interjection,SPEAKER, The question is that the motion be agreed to.,2022-06-07 14:07:41
10,Speech,Dr AYESHA VERRALL," I move, That this House approve the following orders made under the COVID-19 Public Health Response Act 2020:",2022-06-07 15:11:50
11,a,Dr AYESHA VERRALL,"This is another in the series of motions that ask the House to approve COVID-19 orders to ensure that they are not revoked within certain time frames. Today's motion approves three orders that came into course at various states between 16 April and 15 May. As Minister Hipkins has noted, when moving similar motions in the past couple of months or so, there are a couple of trends in their content.",2022-06-07 15:11:50
12,a,Dr AYESHA VERRALL,"First, the number of orders to be approved is diminishing as COVID-19 and our response to it evolves. This is to be welcomed as it signals a move away from the use of the extraordinary powers conferred upon the Minister by the COVID-19 Public Health Response Act 2020. The second positive trend is that the Regulations Review Committee has once again expressed no concerns about any of the orders covered by this motion. This should not be taken as an indication that the committee has relaxed its vigilance. It has, again, produced comprehensive reports on all three orders and I thank the committee members and their chair, Mr Chris Penk, for their work. It is, instead, a result of the maintenance of the high standards that the scrutiny of the Regulations Review Committee has done so much to create. Thanks are also due to officials at the Ministry of Health and other contributing agencies, and the Parliamentary Counsel Office—which has coped so admirably with the pressured workload that COVID-19 has brought in.",2022-06-07 15:11:50
13,a,Dr AYESHA VERRALL,The first order that the House is being asked to approve amends the COVID-19 Public Health Response (Protection Framework) Order 2021 to extend medical grade face mask covering requirements to vaccine mandated workers under the orange setting. It also allowed tertiary education providers to deny secondary school students entry to their premises if those students are not vaccinated and would carry out vaccine-mandated work as part of their programme.,2022-06-07 15:11:50
14,a,Dr AYESHA VERRALL,The second order represents an important step in the COVID-19 response as it removed the previous isolation and quarantine requirements and replaced them with the self-isolation regime. This aligned the maritime border with settings at the air border at the time it was passed.,2022-06-07 15:11:50
15,a,Dr AYESHA VERRALL,"Finally, an amendment to the COVID-19 Public Health Vaccinations Order 2021 expanded the range of vaccines a person may have so as to be recognised as having had a booster dose, and provided for a new person conducting a business or undertaking - led exemption process that authorises an affected person to carry out certain work for 100 days without being vaccinated or receiving a booster dose.",2022-06-07 15:11:50
16,a,Dr AYESHA VERRALL,"It is our intention not to bring too many more of these approved motions to the House. But we should recognise that the system put in place by the COVID-19 Public Health Response Act has underpinned our response to COVID-19, allowing the Government to respond quickly as COVID-19 has evolved, supporting New Zealand to emerge with a strong economy and record low levels of unemployment.",2022-06-07 15:11:50
17,Speech,DEPUTY SPEAKER, The question is that motion be agreed to.,2022-06-07 15:15:00
0,Speech,MARJA LUBECK," I move, That the House take note of the report of the Education and Workforce Committee on the inquiry into school attendance.",2022-06-02 14:49:10
1,a,MARJA LUBECK,"Talofa, Mr Speaker. I'm pleased to kick off the debate on the report of the Education and Workforce Committee on the inquiry into school attendance. This was a robust and constructive inquiry, and as chair of the select committee, I'd like to begin by thanking all the submitters who took time to write or present to us, officials of the Office of the Clerk and Ministry of Education, and my colleagues on the select committee for their contributions in the sphere of this inquiry was handled in.",2022-06-02 14:49:10
2,a,MARJA LUBECK,"I will start with how and why this inquiry started. As we noted in the introduction of our report, regular school attendance is the foundation of student achievement, and it will be no surprise that research undertaken by the Ministry of Education has found a direct relationship between attendance and achievement. However, there has been an increase in chronically absent students since 2015, and it has doubled to 9 percent between 2016 and 2022. Longstanding challenges with regard to attendance rates have been further impacted by the two years of battling with a global pandemic, COVID-19. Forty percent of students with reduced attendance did not have concerning attendance patterns at the beginning of 2020, prior to COVID-19. ",2022-06-02 14:49:10
3,a,MARJA LUBECK,"As I mentioned in my annual review debate contribution for the education portfolio last year, the Minister has noted his concern with school-attendance rates with the select committee in the past, particularly during the 2020 lockdown. During the annual review process, the Minister took the committee through the Government's priority to set up a means of measuring and managing the speed at which attendance rates improved post lockdown. And I would like to thank the Minister for engaging with the committee, discussing what could be done to improve the attendance of schools and kura. Off the back of this, we initiated an inquiry into school attendance on 7 July 2021. We drafted terms of reference, seeking to understand the long-term trends and factors that have impacted school attendance, and that is why we looked at the 20-year period. ",2022-06-02 14:49:10
4,a,MARJA LUBECK,"Within this, however, we were also interested in the changes made in 2013 to the ministry-funded Attendance Service and the impacts this has had on attendance and engagement outcomes. We wanted to hear directly from schools and other stakeholders to ensure we understood this as best as we could. Through this inquiry, we planned to identify examples of effective practice within schools and kura and other parties, where relevant, that have led to strong trends in attendance and engagement in schooling. This would allow us to identify potential strategies that could be implemented to increase attendance and inform the Government's attendance strategy. ",2022-06-02 14:49:10
5,a,MARJA LUBECK,"When submissions closed on 30 September 2021, we had received 133 submissions representing a range of perspectives and interests. They included students, parents, teachers, families of disabled or neurodiverse children, iwi, Attendance Service providers, and non-governmental organisations. We also had 55 oral submissions—six of which were specifically invited due to their success or experience in high levels of school attendance. In addition, we also conducted a survey, using the New Zealand Parliament Instagram account. The report on the review of the Standing Orders in 2020 recommended select committees use alternative forms of public engagement to make sure that we reach a wider range of New Zealanders. This being an inquiry into school attendance, it was very important that we heard from our rangatahi. So, through the survey on Instagram, we reached those students who otherwise may not have been able to make a submission. We received 49 responses to that particular survey, and I want to thank the Parliamentary Engagement team for their close work with us on this particular piece of work.",2022-06-02 14:49:10
6,a,MARJA LUBECK,"The ministry presented their final departmental report to us on 15 December 2021. I want to thank the ministry for their support and advice because they provided that important context that the submitters' experiences were occurring within, and also, the work that was already under way. From the figures we were presented with, it was clear that attendance rates held largely steady from 2011 to 2015 before they started to decline. The decline can be seen across all ethnicities. However, it's greater for Māori and Pacific students and is most heavily felt in our lower-decile schools. We said in our report that while societal causes for non-attendance cannot be solved by the education sector alone, it's worth discussing what the sector can do and what they are already doing. So our report recommended the continuation of the Ka Ora, Ka Ako/Healthy School Lunches Programme—something that Ngāpuhi iwi social services mentioned was a contributing factor to seeing returns to school. Boyd Swinburn, professor at the University of Auckland, was in full support of the programme, calling it the biggest child-nutrition intervention, by far, in decades. ",2022-06-02 14:49:10
7,a,MARJA LUBECK,"In regard to the in-school causes of declining attendance, we heard submitters that pointed to the importance of providing safe and inclusive learning environments. Nearly one quarter of the submissions commented that schools are not inclusive nor welcoming environments. We heard about how students can feel unsafe, alienated, and as if they don't belong—stemming from racism, bigotry, bullying, academic streaming, and cultural competence. ",2022-06-02 14:49:10
8,a,MARJA LUBECK,"I want to make a special mention of the following year 13 students: Sean Brownlow, student at Takapuna Grammar School; Silas Zhang, head student at Riccarton High School; Ashleigh Putt-Fallows, Southland Girls' High School, Invercargill; and fa'afetai to Iszak Tuala, year 13 student in Christchurch. It was great that we have these student voices amongst the 55 oral submissions that our select committee heard. They spoke to us about the importance of manaakitanga and of taking the holistic approach to issues of school attendance, and the need for complex and nuanced approaches to address these—with ākonga at the centre of that solution. These young submitters clearly understood that the underlying causes of non-attendance are complex and that there's not an easy fix. ",2022-06-02 14:49:10
9,a,MARJA LUBECK,"To quote our report, ""Every part of the education system has a role to play in ensuring students feel safe and included at school. We acknowledge that schools have different approaches to achieving this, but we also recommend that the Government continue to engage with schools on the importance of the national education and learning priorities, that they support the Te Mahau to continue to facilitate local solutions to non-attendance, and that the Ministry of Education develops a communications plan about the importance of regular school attendance targeted at families and communities."" To address regular-attendance decline amongst Māori students, we supported uniquely Māori solutions for Māori students, including the further support and funding of Māori-medium schools, mixed-medium schools, iwi organisations, and Māori Attendance Service providers. Submitters told us of the importance of tino rangatiratanga and Māori-Crown partnerships and that the factors identified to impact attendance have led to Māori disproportionately suffering.",2022-06-02 14:49:10
10,a,MARJA LUBECK,"We had many other recommendations to make, from early intervention policies led by Te Mahau to prevent students from becoming chronically absent to the idea that any redesign of the Attendance Service should aim to improve its relationship with those providing early intervention. We heard from submitters holding a range of views on the Attendance Service, and we heard from some that the changes made in 2013 for efficiency reasons took the service out of local community hands—with one submitter describing this process as a restructuring being an outsider solution to a complex inside-the-community problem. ",2022-06-02 14:49:10
11,a,MARJA LUBECK,"On the topics of what accountability measures and sanctions are used in other countries, the evidence provided through the committee concluded that punitive measures are proven to be ineffective in improving students' attendance problems. Punitive measures do not address the underlying drivers of poor performance, especially for those from the most disadvantaged backgrounds. We recognise that where some students would attend school regularly, there are barriers due to disability and neurodiversity. We recommended that the ministry, in conjunction with the new Ministry of Disabled People, establish a mechanism for monitoring the number of students who do not regularly attend school full time because of their learning-support needs. We also recommended to make increasing school attendance a focus of the highest-needs review. In total, then, our report makes 22 recommendations, and the Government response is due on 9 June. Our Education and Workforce Committee members are looking forward to it, and so am I.",2022-06-02 14:49:10
12,a,MARJA LUBECK,"I want to, again, thank everyone who took the time to contribute. All those who we heard from have made a really important contribution and helped shape the important piece of work. I'm proud of the finished report our committee has presented, and I think it will provide a strong foundation for long-term planning to address our declining attendance rate. In the words of the Minister, the Hon Chris Hipkins, ""This is important and complicated work, which this Government is committed to funding and fixing."" Thank you, Mr Speaker. ",2022-06-02 14:49:10
0,Speech,DEPUTY SPEAKER," I'm sure that members would wish to welcome the Hon Lisa Neville, the Minister for Police and Minister for Water, from the Parliament of Victoria; and members of the Legal and Social Issues Committee, Legislative Council of the Parliament of Victoria, led by the chair, Ms Fiona Patten, who are present in the gallery.",2022-05-31 14:01:31
1,Speech,DEPUTY SPEAKER," Members, I'm sorry to have to inform the House of the death of two former members.",2022-05-31 14:02:01
2,a,DEPUTY SPEAKER,"E pōuri ana te ngākau ki te whakamōhio i te Whare ki te rironga, i te 22 o Haratua 2022, o Joseph Parata Hōhepa Hawke MNZM, i mōhiotia rā ko Joe Hawke, nō Ngāti Whātua Ōrākei, Tainui, Uenuku, me Ngāti Maru, nāna nei i tū hei mema i runga i te rārangi o Te Pāti Reipa mai i te tau 1996 ki te tau 2002. I noho ia i runga i te Komiti Whiriwhiri Take Māori, me te Komiti Whiriwhiri Take Kāwanatanga ā-Rohe, Take Taiao.",2022-05-31 14:02:01
3,a,DEPUTY SPEAKER,"[I regret to inform the House of the death on 22 May 2022 of Joseph Parata Hohepa Hawke MNZM, known as Joe Hawke, of Ngāti Whātua Ōrakei, Tainui, Uenuku, and Ngāti Māru, who was a list member representing the Labour Party from 1996 to 2002. He served on the Māori Affairs Committee and the Local Government and Environment Committee.] ",2022-05-31 14:02:01
4,a,DEPUTY SPEAKER,"I also regret to inform the House of the death on 29 May 2022 of the Hon Stanley Joseph Rodger CMG, known as Stan Rodger, who represented the electorate of Dunedin North from 1978 to 1990. He held a number of ministerial portfolios including Minister of Labour, State Services, and State Owned Enterprises.",2022-05-31 14:02:01
5,a,DEPUTY SPEAKER,"I desire, on behalf of this House, to express our sense of the loss we have sustained and our sympathy with the relatives of the late former members. I now ask members to stand with me and observe a period of silence as a mark of respect to their memories.",2022-05-31 14:02:01
6,Speech,DEPUTY SPEAKER," Fa'afetai lava, thank you members.",2022-05-31 14:04:04
0,Speech,GRANT ROBERTSON," I move, That the Appropriation (2022/23 Estimates) Bill be now read a second time. ",2022-05-19 14:05:37
1,a,GRANT ROBERTSON,"It is my great pleasure to present New Zealand's fourth Wellbeing Budget. In each of this Government's three previous Wellbeing Budgets, we have not only considered the performance of our economy and finances but also the wellbeing of our people, the health of our environment, and the strength of our communities.",2022-05-19 14:05:37
